season,round,gp_name,driver_code,team,finish_position,avg_finish_3,avg_finish_5,avg_points_3,avg_points_5,dnf_rate_3,dnf_rate_5,avg_grid_to_finish_5,quali_position,gap_to_pole_s,vs_teammate_q_gap_s,team_avg_points_5,cum_points,season_progress
2024,10,Spanish Grand Prix,HAM,Mercedes,3.0,6.666666666666667,6.0,7.0,8.8,0.0,0.0,1.8,3.0,0.31799999999999784,-0.0010000000000047748,17.2,13.0,0.375
2024,11,Austrian Grand Prix,HAM,Mercedes,4.0,5.333333333333333,6.2,10.0,8.0,0.0,0.0,1.0,5.0,0.5890000000000128,0.0315000000000083,17.2,28.0,0.4166666666666667
2024,12,British Grand Prix,HAM,Mercedes,1.0,3.6666666666666665,5.4,13.333333333333334,9.6,0.0,0.0,1.8,2.0,0.17099999999999227,0.08549999999999613,23.8,40.0,0.4583333333333333
2024,13,Hungarian Grand Prix,HAM,Mercedes,3.0,2.6666666666666665,4.2,17.333333333333332,13.4,0.0,0.0,1.4,5.0,0.6269999999999953,-1.0570000000000022,26.8,65.0,0.5
2024,14,Belgian Grand Prix,HAM,Mercedes,1.0,2.6666666666666665,3.0,17.333333333333332,16.0,0.0,0.0,1.4,4.0,0.6759999999999877,-0.13000000000000966,27.4,80.0,0.5416666666666666
2024,15,Dutch Grand Prix,HAM,Mercedes,8.0,1.6666666666666667,2.4,21.666666666666668,18.4,0.0,0.0,1.2,11.0,1.2749999999999915,0.35199999999998965,26.8,105.0,0.5833333333333334
2024,16,Italian Grand Prix,HAM,Mercedes,5.0,4.0,3.4,14.666666666666666,16.2,0.0,0.0,2.4,6.0,0.18600000000000705,0.03650000000000375,23.4,109.0,0.625
2024,17,Azerbaijan Grand Prix,HAM,Mercedes,9.0,4.666666666666667,3.6,13.0,15.8,0.0,0.0,2.4,7.0,0.9240000000000066,0.20749999999999602,19.2,119.0,0.6666666666666666
2024,18,Singapore Grand Prix,HAM,Mercedes,6.0,7.333333333333333,5.2,5.333333333333333,11.2,0.0,0.0,4.2,3.0,0.3159999999999883,-0.01300000000000523,17.6,121.0,0.7083333333333334
2024,19,United States Grand Prix,HAM,Mercedes,20.0,6.666666666666667,5.8,6.666666666666667,9.8,0.0,0.0,3.2,19.0,1.823999999999998,0.5900000000000034,17.6,129.0,0.75
2024,20,Mexico City Grand Prix,HAM,Mercedes,4.0,11.666666666666666,9.6,3.3333333333333335,4.8,0.3333333333333333,0.2,2.2,6.0,0.7049999999999983,0.14749999999999375,14.2,129.0,0.7916666666666666
2024,21,São Paulo Grand Prix,HAM,Mercedes,10.0,10.0,8.8,6.666666666666667,6.4,0.3333333333333333,0.2,1.4,16.0,7.7450000000000045,3.7860000000000014,16.6,141.0,0.8333333333333334
2024,22,Las Vegas Grand Prix,HAM,Mercedes,2.0,11.333333333333334,9.8,4.333333333333333,4.6,0.3333333333333333,0.2,2.0,10.0,0.25499999999999545,0.12749999999999773,16.0,142.0,0.875
2024,23,Qatar Grand Prix,HAM,Mercedes,12.0,5.333333333333333,8.4,10.333333333333334,7.8,0.0,0.2,1.6,6.0,0.49099999999999966,0.2179999999999893,21.2,160.0,0.9166666666666666
2024,24,Abu Dhabi Grand Prix,HAM,Mercedes,4.0,8.0,9.6,6.333333333333333,6.2,0.0,0.2,1.0,18.0,1.2920000000000016,0.3774999999999977,19.6,160.0,0.9583333333333334
2022,1,Bahrain Grand Prix,HUL,Aston Martin,17.0,,,,,,,,17.0,2.218999999999994,-0.12749999999999773,,0.0,0.0
2022,2,Saudi Arabian Grand Prix,HUL,Aston Martin,12.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,18.0,2.3430000000000035,0.14350000000000307,0.0,0.0,0.045454545454545456
2023,1,Bahrain Grand Prix,HUL,Haas F1 Team,15.0,14.5,14.5,0.0,0.0,0.0,0.0,2.5,10.0,1.100999999999999,-0.5414999999999992,0.4,0.0,0.0
2023,2,Saudi Arabian Grand Prix,HUL,Haas F1 Team,12.0,14.666666666666666,14.666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,11.0,1.1859999999999928,-0.09149999999999636,0.4,0.0,0.045454545454545456
2023,3,Australian Grand Prix,HUL,Haas F1 Team,7.0,13.0,14.0,0.0,0.0,0.3333333333333333,0.25,-0.5,10.0,0.6800000000000068,-0.35849999999999227,0.2,0.0,0.09090909090909091
2023,4,Azerbaijan Grand Prix,HUL,Haas F1 Team,17.0,11.333333333333334,12.6,2.0,1.2,0.3333333333333333,0.2,0.2,17.0,2.5519999999999925,-0.33100000000000307,1.4,6.0,0.13636363636363635
2023,5,Miami Grand Prix,HUL,Haas F1 Team,15.0,12.0,12.6,2.0,1.2,0.3333333333333333,0.4,0.8,12.0,1.0890000000000128,0.11499999999999488,1.4,6.0,0.18181818181818182
2023,6,Monaco Grand Prix,HUL,Haas F1 Team,17.0,13.0,13.2,2.0,1.2,0.3333333333333333,0.4,-0.8,18.0,1.9140000000000015,0.004500000000007276,1.6,6.0,0.22727272727272727
2023,7,Spanish Grand Prix,HUL,Haas F1 Team,15.0,16.333333333333332,13.6,0.0,1.2,0.6666666666666666,0.4,0.4,8.0,0.9569999999999936,-0.4065000000000083,1.6,6.0,0.2727272727272727
2023,8,Canadian Grand Prix,HUL,Haas F1 Team,15.0,15.666666666666666,14.2,0.0,1.2,0.6666666666666666,0.6,-0.8,2.0,1.5800000000000125,-0.6864999999999952,1.4,6.0,0.3181818181818182
2023,9,Austrian Grand Prix,HUL,Haas F1 Team,20.0,15.666666666666666,15.8,0.0,0.0,1.0,0.8,-3.4,8.0,0.6989999999999981,-0.4405000000000001,0.2,6.0,0.36363636363636365
2023,10,British Grand Prix,HUL,Haas F1 Team,13.0,16.666666666666668,16.4,0.0,0.0,1.0,0.8,-6.4,11.0,2.176000000000002,-1.7409999999999997,0.2,6.0,0.4090909090909091
2023,11,Hungarian Grand Prix,HUL,Haas F1 Team,14.0,16.0,16.0,0.0,0.0,0.6666666666666666,0.8,-6.2,10.0,0.5770000000000124,-1.009999999999991,0.0,6.0,0.45454545454545453
2023,12,Belgian Grand Prix,HUL,Haas F1 Team,18.0,15.666666666666666,15.4,0.0,0.0,0.6666666666666666,0.8,-7.2,20.0,16.99799999999999,4.503,0.0,6.0,0.5
2023,13,Dutch Grand Prix,HUL,Haas F1 Team,12.0,15.0,16.0,0.0,0.0,0.3333333333333333,0.6,-5.2,15.0,9.683000000000007,-0.9710000000000036,0.0,6.0,0.5454545454545454
2023,14,Italian Grand Prix,HUL,Haas F1 Team,17.0,14.666666666666666,15.4,0.0,0.0,0.3333333333333333,0.4,-2.8,13.0,1.4819999999999993,-0.40800000000000125,0.0,6.0,0.5909090909090909
2023,15,Singapore Grand Prix,HUL,Haas F1 Team,13.0,15.666666666666666,14.8,0.0,0.0,0.3333333333333333,0.4,-1.2,9.0,0.8240000000000123,0.11650000000000205,0.0,6.0,0.6363636363636364
2023,16,Japanese Grand Prix,HUL,Haas F1 Team,14.0,14.0,14.8,0.0,0.0,0.3333333333333333,0.4,-1.6,18.0,2.4220000000000113,0.3170000000000073,0.2,6.0,0.6818181818181818
2023,17,Qatar Grand Prix,HUL,Haas F1 Team,16.0,14.666666666666666,14.8,0.0,0.0,0.6666666666666666,0.4,0.0,15.0,2.0049999999999955,-0.6315000000000026,0.2,6.0,0.7272727272727273
2023,18,United States Grand Prix,HUL,Haas F1 Team,11.0,14.333333333333334,14.4,0.0,0.0,0.6666666666666666,0.6,-0.8,16.0,1.5120000000000005,0.17749999999999488,0.2,6.0,0.7727272727272727
2023,19,Mexico City Grand Prix,HUL,Haas F1 Team,13.0,13.666666666666666,14.2,0.0,0.0,0.6666666666666666,0.6,0.2,12.0,1.358000000000004,-0.319500000000005,0.2,6.0,0.8181818181818182
2023,20,São Paulo Grand Prix,HUL,Haas F1 Team,12.0,13.333333333333334,13.4,0.0,0.0,0.3333333333333333,0.4,0.8,11.0,0.4539999999999935,-0.06350000000000477,0.2,6.0,0.8636363636363636
2023,21,Las Vegas Grand Prix,HUL,Haas F1 Team,19.0,12.0,13.2,0.0,0.0,0.3333333333333333,0.6,1.4,13.0,1.2530000000000001,0.22099999999998943,0.0,6.0,0.9090909090909091
2023,22,Abu Dhabi Grand Prix,HUL,Haas F1 Team,15.0,14.666666666666666,14.2,0.0,0.0,0.6666666666666666,0.6,-0.6,8.0,0.6630000000000109,-0.32800000000000296,0.0,6.0,0.9545454545454546
2024,9,Canadian Grand Prix,HUL,Haas F1 Team,11.0,15.333333333333334,14.0,0.0,0.0,0.6666666666666666,0.4,-1.6,19.0,2.23599999999999,0.5309999999999917,0.0,0.0,0.3333333333333333
2024,10,Spanish Grand Prix,HUL,Haas F1 Team,11.0,15.0,14.0,0.0,0.0,0.3333333333333333,0.4,-1.8,13.0,0.9270000000000067,-0.3135000000000048,0.0,0.0,0.375
2024,11,Austrian Grand Prix,HUL,Haas F1 Team,6.0,12.333333333333334,13.6,0.0,0.0,0.0,0.4,-1.2,9.0,0.9480000000000075,-0.04249999999998977,0.0,0.0,0.4166666666666667
2024,12,British Grand Prix,HUL,Haas F1 Team,6.0,9.333333333333334,12.4,2.6666666666666665,1.6,0.0,0.2,-0.4,6.0,0.5189999999999912,-3.2835000000000036,2.4,8.0,0.4583333333333333
2024,13,Hungarian Grand Prix,HUL,Haas F1 Team,13.0,7.666666666666667,9.8,5.333333333333333,3.2,0.0,0.0,0.8,11.0,1.0899999999999892,-0.11550000000001148,4.0,16.0,0.5
2024,14,Belgian Grand Prix,HUL,Haas F1 Team,18.0,8.333333333333334,9.4,5.333333333333333,3.2,0.3333333333333333,0.2,1.8,16.0,3.149000000000001,-0.09599999999998943,4.0,16.0,0.5416666666666666
2024,15,Dutch Grand Prix,HUL,Haas F1 Team,11.0,12.333333333333334,10.8,2.6666666666666665,3.2,0.3333333333333333,0.2,0.2,13.0,1.5420000000000016,-0.03999999999999204,4.0,16.0,0.5833333333333334
2024,16,Italian Grand Prix,HUL,Haas F1 Team,17.0,14.0,10.8,0.0,3.2,0.6666666666666666,0.4,0.0,10.0,1.0120000000000005,-0.17949999999999022,4.0,16.0,0.625
2024,17,Azerbaijan Grand Prix,HUL,Haas F1 Team,11.0,15.333333333333334,13.0,0.0,1.6,0.6666666666666666,0.6,-2.0,13.0,1.7360000000000042,0.06649999999999068,1.8,16.0,0.6666666666666666
2024,18,Singapore Grand Prix,HUL,Haas F1 Team,9.0,13.0,14.0,0.0,0.0,0.6666666666666666,0.6,-1.8,6.0,0.5899999999999892,-0.26900000000000546,0.4,16.0,0.7083333333333334
2024,19,United States Grand Prix,HUL,Haas F1 Team,8.0,12.333333333333334,13.2,0.6666666666666666,0.4,0.6666666666666666,0.6,-2.0,12.0,1.2139999999999986,0.03499999999999659,0.8,18.0,0.75
2024,20,Mexico City Grand Prix,HUL,Haas F1 Team,9.0,9.333333333333334,11.2,2.0,1.2,0.3333333333333333,0.6,-1.0,10.0,1.0490000000000066,0.054500000000004434,1.6,22.0,0.7916666666666666
2024,21,São Paulo Grand Prix,HUL,Haas F1 Team,20.0,8.666666666666666,10.8,2.6666666666666665,1.6,0.6666666666666666,0.6,-1.0,19.0,8.218000000000004,0.19700000000000273,3.2,24.0,0.8333333333333334
2024,22,Las Vegas Grand Prix,HUL,Haas F1 Team,8.0,12.333333333333334,11.4,2.0,1.6,0.6666666666666666,0.6,0.0,9.0,0.75,-0.11749999999999261,3.0,24.0,0.875
2024,23,Qatar Grand Prix,HUL,Haas F1 Team,16.0,12.333333333333334,10.8,2.0,2.4,0.6666666666666666,0.6,0.0,18.0,1.921999999999997,0.5274999999999892,3.6,28.0,0.9166666666666666
2024,24,Abu Dhabi Grand Prix,HUL,Haas F1 Team,8.0,14.666666666666666,12.2,1.3333333333333333,2.0,0.6666666666666666,0.6,1.0,4.0,0.2909999999999968,-0.37300000000000466,3.6,28.0,0.9583333333333334
2022,1,Bahrain Grand Prix,LAT,Williams,16.0,,,,,,,,20.0,3.0759999999999934,0.48499999999999943,,0.0,0.0
2022,2,Saudi Arabian Grand Prix,LAT,Williams,18.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,19.0,3.6169999999999902,0.6624999999999943,0.0,0.0,0.045454545454545456
2022,3,Australian Grand Prix,LAT,Williams,16.0,17.0,17.0,0.0,0.0,0.5,0.5,2.0,19.0,3.504000000000005,0.6184999999999974,0.0,0.0,0.09090909090909091
2022,4,Emilia Romagna Grand Prix,LAT,Williams,16.0,16.666666666666668,16.666666666666668,0.0,0.0,0.6666666666666666,0.6666666666666666,2.0,18.0,3.1779999999999973,0.0,0.3333333333333333,0.0,0.13636363636363635
2022,5,Miami Grand Prix,LAT,Williams,14.0,16.666666666666668,16.5,0.0,0.0,1.0,0.75,2.25,19.0,2.5289999999999964,0.02949999999999875,0.25,0.0,0.18181818181818182
2022,6,Spanish Grand Prix,LAT,Williams,16.0,15.333333333333334,16.0,0.0,0.0,0.6666666666666666,0.6,2.8,20.0,3.1650000000000063,0.13500000000000512,0.6,0.0,0.22727272727272727
2022,7,Monaco Grand Prix,LAT,Williams,15.0,15.333333333333334,16.0,0.0,0.0,0.6666666666666666,0.8,2.6,19.0,3.027000000000001,0.3960000000000008,0.6,0.0,0.2727272727272727
2022,8,Azerbaijan Grand Prix,LAT,Williams,15.0,15.0,15.4,0.0,0.0,0.6666666666666666,0.8,3.4,18.0,4.00800000000001,0.32399999999999807,0.6,0.0,0.3181818181818182
2022,9,Canadian Grand Prix,LAT,Williams,16.0,15.333333333333334,15.2,0.0,0.0,1.0,0.8,3.6,19.0,14.36099999999999,4.400999999999996,0.4,0.0,0.36363636363636365
2022,10,British Grand Prix,LAT,Williams,12.0,15.333333333333334,15.2,0.0,0.0,0.6666666666666666,0.6,3.4,10.0,2.8689999999999998,-0.04000000000000625,0.4,0.0,0.4090909090909091
2022,11,Austrian Grand Prix,LAT,Williams,19.0,14.333333333333334,14.8,0.0,0.0,0.3333333333333333,0.6,2.0,19.0,2.0190000000000055,0.38649999999999807,0.0,0.0,0.45454545454545453
2022,12,French Grand Prix,LAT,Williams,17.0,15.666666666666666,15.4,0.0,0.0,0.3333333333333333,0.6,1.0,20.0,2.921999999999997,0.24349999999999739,0.0,0.0,0.5
2022,13,Hungarian Grand Prix,LAT,Williams,18.0,16.0,15.8,0.0,0.0,0.6666666666666666,0.6,0.4,20.0,2.192999999999998,0.15699999999999648,0.0,0.0,0.5454545454545454
2022,14,Belgian Grand Prix,LAT,Williams,18.0,18.0,16.4,0.0,0.0,1.0,0.6,0.0,17.0,2.73599999999999,0.3645000000000067,0.0,0.0,0.5909090909090909
2022,15,Dutch Grand Prix,LAT,Williams,18.0,17.666666666666668,16.8,0.0,0.0,1.0,0.8,-1.8,20.0,3.0109999999999957,0.8289999999999935,0.2,0.0,0.6363636363636364
2022,16,Italian Grand Prix,LAT,Williams,15.0,18.0,18.0,0.0,0.0,1.0,1.0,-1.0,16.0,2.426000000000002,0.058000000000006935,0.2,0.0,0.6818181818181818
2022,17,Singapore Grand Prix,LAT,Williams,19.0,17.0,17.2,0.0,0.0,1.0,1.0,-1.6,20.0,8.11999999999999,0.2734999999999985,0.6,0.0,0.7272727272727273
2022,18,Japanese Grand Prix,LAT,Williams,9.0,17.333333333333332,17.6,0.0,0.0,1.0,1.0,-1.8,20.0,2.2069999999999936,0.09999999999999432,0.6,0.0,0.7727272727272727
2022,19,United States Grand Prix,LAT,Williams,17.0,14.333333333333334,15.8,0.6666666666666666,0.4,0.6666666666666666,0.8,0.2,20.0,2.8880000000000052,0.4380000000000024,1.0,2.0,0.8181818181818182
2022,20,Mexico City Grand Prix,LAT,Williams,18.0,15.0,15.6,0.6666666666666666,0.4,0.3333333333333333,0.6,1.6,20.0,3.391999999999996,0.15399999999999636,0.8,2.0,0.8636363636363636
2022,21,São Paulo Grand Prix,LAT,Williams,16.0,14.666666666666666,15.6,0.6666666666666666,0.4,0.3333333333333333,0.6,1.2,16.0,4.213999999999999,1.7319999999999993,0.8,2.0,0.9090909090909091
2022,22,Abu Dhabi Grand Prix,LAT,Williams,19.0,17.0,15.8,0.0,0.4,0.3333333333333333,0.4,2.6,20.0,2.230000000000004,0.01300000000000523,0.4,2.0,0.9545454545454546
2023,13,Dutch Grand Prix,LAW,AlphaTauri,13.0,,,,,,,,20.0,12.853000000000009,1.5949999999999989,0.2,0.0,0.5454545454545454
2023,14,Italian Grand Prix,LAW,AlphaTauri,11.0,13.0,13.0,0.0,0.0,0.0,0.0,6.0,12.0,1.4639999999999986,0.08200000000000784,0.2,0.0,0.5909090909090909
2023,15,Singapore Grand Prix,LAW,AlphaTauri,9.0,12.0,12.0,0.0,0.0,0.0,0.0,3.5,10.0,1.1820000000000022,0.08750000000000568,0.2,0.0,0.6363636363636364
2023,16,Japanese Grand Prix,LAW,AlphaTauri,11.0,11.0,11.0,0.6666666666666666,0.6666666666666666,0.0,0.0,2.6666666666666665,11.0,1.5480000000000018,0.11050000000000182,0.6,2.0,0.6818181818181818
2023,17,Qatar Grand Prix,LAW,AlphaTauri,17.0,10.333333333333334,11.0,0.6666666666666666,0.5,0.3333333333333333,0.25,2.0,18.0,2.8569999999999993,0.6670000000000016,0.6,2.0,0.7272727272727273
2024,19,United States Grand Prix,LAW,RB,9.0,12.333333333333334,12.2,0.6666666666666666,0.4,0.6666666666666666,0.4,1.6,15.0,1.0090000000000003,-0.0835000000000008,0.2,0.0,0.75
2024,20,Mexico City Grand Prix,LAW,RB,16.0,12.333333333333334,11.4,0.6666666666666666,0.8,0.6666666666666666,0.4,2.4,12.0,1.2160000000000082,0.01650000000000773,0.4,2.0,0.7916666666666666
2024,21,São Paulo Grand Prix,LAW,RB,9.0,14.0,12.4,0.6666666666666666,0.8,0.6666666666666666,0.6,1.4,5.0,1.0789999999999935,0.18649999999999523,0.4,2.0,0.8333333333333334
2024,22,Las Vegas Grand Prix,LAW,RB,16.0,11.333333333333334,12.4,1.3333333333333333,0.8,0.3333333333333333,0.6,0.4,15.0,1.7750000000000057,0.5290000000000106,2.0,4.0,0.875
2024,23,Qatar Grand Prix,LAW,RB,14.0,13.666666666666666,13.4,0.6666666666666666,0.8,0.3333333333333333,0.4,0.0,17.0,1.8910000000000053,0.3199999999999932,2.4,4.0,0.9166666666666666
2024,24,Abu Dhabi Grand Prix,LAW,RB,17.0,13.0,12.8,0.6666666666666666,0.8,0.0,0.2,0.6,12.0,0.8769999999999953,0.026499999999998636,2.4,4.0,0.9583333333333334
2022,1,Bahrain Grand Prix,LEC,Ferrari,1.0,,,,,,,,1.0,0.0,-0.06449999999999534,,0.0,0.0
2022,2,Saudi Arabian Grand Prix,LEC,Ferrari,2.0,1.0,1.0,26.0,26.0,0.0,0.0,0.0,2.0,0.024999999999991473,-0.08850000000001046,44.0,26.0,0.045454545454545456
2022,3,Australian Grand Prix,LEC,Ferrari,1.0,1.5,1.5,22.5,22.5,0.0,0.0,0.0,1.0,0.0,-0.30049999999999955,39.0,45.0,0.09090909090909091
2022,4,Emilia Romagna Grand Prix,LEC,Ferrari,6.0,1.3333333333333333,1.3333333333333333,23.666666666666668,23.666666666666668,0.0,0.0,0.0,2.0,0.0030000000000001137,-0.0969999999999942,34.666666666666664,71.0,0.13636363636363635
2022,5,Miami Grand Prix,LEC,Ferrari,2.0,3.0,2.5,17.666666666666668,19.75,0.0,0.0,-1.0,1.0,0.0,-0.09499999999999886,28.0,79.0,0.18181818181818182
2022,6,Spanish Grand Prix,LEC,Ferrari,20.0,3.0,2.4,17.333333333333332,19.4,0.0,0.0,-1.0,1.0,0.0,-0.2079999999999984,29.0,97.0,0.22727272727272727
2022,7,Monaco Grand Prix,LEC,Ferrari,4.0,9.333333333333334,6.2,8.666666666666666,14.2,0.3333333333333333,0.2,-4.8,1.0,0.0,-0.11249999999999716,22.6,97.0,0.2727272727272727
2022,8,Azerbaijan Grand Prix,LEC,Ferrari,19.0,8.666666666666666,6.6,10.0,12.8,0.3333333333333333,0.2,-5.4,1.0,0.0,-0.22750000000000625,21.8,109.0,0.3181818181818182
2022,9,Canadian Grand Prix,LEC,Ferrari,5.0,14.333333333333334,10.2,4.0,7.6,0.6666666666666666,0.4,-9.0,15.0,11.708999999999989,5.456000000000003,16.6,109.0,0.36363636363636365
2022,10,British Grand Prix,LEC,Ferrari,4.0,9.333333333333334,10.0,7.333333333333333,8.0,0.3333333333333333,0.4,-5.4,3.0,0.7169999999999987,-0.17199999999999704,20.8,119.0,0.4090909090909091
2022,11,Austrian Grand Prix,LEC,Ferrari,1.0,9.333333333333334,10.4,7.333333333333333,6.8,0.3333333333333333,0.4,-5.4,2.0,0.029000000000010573,-0.026499999999998636,21.6,131.0,0.45454545454545453
2022,12,French Grand Prix,LEC,Ferrari,19.0,3.3333333333333335,6.6,15.666666666666666,11.8,0.0,0.2,-1.4,1.0,0.0,-0.10450000000000159,24.2,156.0,0.5
2022,13,Hungarian Grand Prix,LEC,Ferrari,6.0,8.0,9.6,12.333333333333334,9.4,0.3333333333333333,0.4,-4.4,3.0,0.18999999999999773,0.07299999999999329,20.4,156.0,0.5454545454545454
2022,14,Belgian Grand Prix,LEC,Ferrari,6.0,8.666666666666666,7.0,11.0,11.0,0.3333333333333333,0.2,-1.4,4.0,0.8859999999999957,0.12699999999999534,24.4,164.0,0.5909090909090909
2022,15,Dutch Grand Prix,LEC,Ferrari,3.0,10.333333333333334,7.2,5.333333333333333,10.6,0.3333333333333333,0.2,-2.4,2.0,0.021000000000000796,-0.03549999999999898,23.2,172.0,0.6363636363636364
2022,16,Italian Grand Prix,LEC,Ferrari,2.0,5.0,7.0,10.333333333333334,11.2,0.0,0.2,-2.4,1.0,0.0,-0.13400000000000034,19.6,187.0,0.6818181818181818
2022,17,Singapore Grand Prix,LEC,Ferrari,2.0,3.6666666666666665,7.2,13.666666666666666,9.8,0.0,0.2,-2.8,1.0,0.0,-0.08549999999999613,20.6,205.0,0.7272727272727273
2022,18,Japanese Grand Prix,LEC,Ferrari,3.0,2.3333333333333335,3.8,17.0,13.4,0.0,0.0,0.6,2.0,0.009999999999990905,-0.023500000000012733,25.0,223.0,0.7727272727272727
2022,19,United States Grand Prix,LEC,Ferrari,3.0,2.3333333333333335,3.2,17.0,14.8,0.0,0.0,1.0,2.0,0.06500000000001194,0.032500000000013074,24.0,238.0,0.8181818181818182
2022,20,Mexico City Grand Prix,LEC,Ferrari,6.0,2.6666666666666665,2.6,16.0,16.2,0.0,0.0,1.0,7.0,0.7800000000000011,0.10200000000000387,22.4,253.0,0.8636363636363636
2022,21,São Paulo Grand Prix,LEC,Ferrari,4.0,4.0,3.2,12.666666666666666,14.8,0.0,0.0,1.4,10.0,0.06900000000000261,0.030000000000001137,22.2,261.0,0.9090909090909091
2022,22,Abu Dhabi Grand Prix,LEC,Ferrari,2.0,4.333333333333333,3.6,11.666666666666666,13.6,0.0,0.0,1.8,3.0,0.2680000000000007,-0.07500000000000284,21.6,273.0,0.9545454545454546
2023,1,Bahrain Grand Prix,LEC,Ferrari,19.0,4.0,3.6,12.666666666666666,13.6,0.0,0.0,2.2,3.0,0.2920000000000016,-0.07699999999999818,21.0,0.0,0.0
2023,2,Saudi Arabian Grand Prix,LEC,Ferrari,7.0,8.333333333333334,6.8,10.0,10.6,0.3333333333333333,0.2,-0.8,2.0,0.15500000000000114,-0.25549999999999784,20.4,0.0,0.045454545454545456
2023,3,Australian Grand Prix,LEC,Ferrari,20.0,9.333333333333334,7.6,8.0,8.8,0.3333333333333333,0.2,-1.6,7.0,0.6370000000000005,0.04949999999999477,20.2,6.0,0.09090909090909091
2023,4,Azerbaijan Grand Prix,LEC,Ferrari,3.0,15.333333333333334,10.4,2.0,7.2,0.6666666666666666,0.4,-4.4,1.0,0.0,-0.4064999999999941,16.6,6.0,0.13636363636363635
2023,5,Miami Grand Prix,LEC,Ferrari,7.0,10.0,10.2,7.0,7.8,0.3333333333333333,0.4,-5.0,7.0,0.15000000000000568,-0.09199999999999875,16.2,21.0,0.18181818181818182
2023,6,Monaco Grand Prix,LEC,Ferrari,6.0,10.0,11.2,7.0,5.4,0.3333333333333333,0.4,-5.2,3.0,0.10600000000000875,-0.07949999999999591,13.4,27.0,0.22727272727272727
2023,7,Spanish Grand Prix,LEC,Ferrari,11.0,5.333333333333333,8.6,9.666666666666666,7.0,0.0,0.2,-2.0,19.0,1.806999999999988,0.6724999999999994,13.4,35.0,0.2727272727272727
2023,8,Canadian Grand Prix,LEC,Ferrari,4.0,8.0,9.4,4.666666666666667,5.8,0.0,0.2,-1.4,11.0,1.8900000000000006,0.37949999999999307,12.6,35.0,0.3181818181818182
2023,9,Austrian Grand Prix,LEC,Ferrari,2.0,7.0,6.2,6.666666666666667,8.2,0.0,0.0,2.4,2.0,0.04799999999998761,-0.07099999999999795,17.0,47.0,0.36363636363636365
2023,10,British Grand Prix,LEC,Ferrari,9.0,5.666666666666667,6.0,10.0,8.8,0.0,0.0,2.8,4.0,0.4159999999999968,-0.006000000000000227,17.2,65.0,0.4090909090909091
2023,11,Hungarian Grand Prix,LEC,Ferrari,7.0,5.0,6.4,10.666666666666666,8.0,0.0,0.0,1.8,6.0,0.3830000000000098,-0.35549999999999216,14.6,67.0,0.45454545454545453
2023,12,Belgian Grand Prix,LEC,Ferrari,3.0,6.0,6.6,8.666666666666666,7.6,0.0,0.0,1.6,2.0,0.8199999999999932,-0.08199999999999363,14.2,73.0,0.5
2023,13,Dutch Grand Prix,LEC,Ferrari,19.0,6.333333333333333,5.0,7.666666666666667,10.6,0.0,0.0,-0.4,9.0,2.098000000000013,0.4555000000000007,15.2,88.0,0.5454545454545454
2023,14,Italian Grand Prix,LEC,Ferrari,4.0,9.666666666666666,8.0,7.0,8.2,0.3333333333333333,0.2,-3.6,3.0,0.06700000000000728,0.03350000000000364,12.8,88.0,0.5909090909090909
2023,15,Singapore Grand Prix,LEC,Ferrari,4.0,8.666666666666666,8.4,9.0,7.0,0.3333333333333333,0.2,-3.8,3.0,0.07900000000000773,0.039500000000003865,13.0,100.0,0.6363636363636364
2023,16,Japanese Grand Prix,LEC,Ferrari,4.0,9.0,7.4,8.0,9.0,0.3333333333333333,0.2,-3.0,4.0,0.6650000000000063,-0.15399999999999636,19.8,112.0,0.6818181818181818
2023,17,Qatar Grand Prix,LEC,Ferrari,5.0,4.0,6.8,12.0,10.2,0.0,0.2,-2.8,5.0,0.6460000000000008,-0.4519999999999982,21.8,124.0,0.7272727272727273
2023,18,United States Grand Prix,LEC,Ferrari,20.0,4.333333333333333,7.2,11.333333333333334,9.2,0.0,0.2,-2.4,1.0,0.0,-0.1110000000000042,20.8,134.0,0.7727272727272727
2023,19,Mexico City Grand Prix,LEC,Ferrari,3.0,9.666666666666666,7.4,7.333333333333333,9.2,0.3333333333333333,0.2,-4.2,1.0,0.0,-0.03350000000000364,21.8,134.0,0.8181818181818182
2023,20,São Paulo Grand Prix,LEC,Ferrari,20.0,9.333333333333334,7.2,8.333333333333334,9.8,0.3333333333333333,0.2,-4.4,2.0,0.2819999999999965,0.024499999999989086,21.8,149.0,0.8636363636363636
2023,21,Las Vegas Grand Prix,LEC,Ferrari,2.0,14.333333333333334,10.4,5.0,7.4,0.6666666666666666,0.4,-7.8,1.0,0.0,-0.02199999999999136,16.0,149.0,0.9090909090909091
2023,22,Abu Dhabi Grand Prix,LEC,Ferrari,2.0,8.333333333333334,10.0,11.0,8.6,0.3333333333333333,0.4,-8.0,2.0,0.13900000000001,-0.5769999999999982,17.2,167.0,0.9545454545454546
2024,9,Canadian Grand Prix,LEC,Ferrari,19.0,8.0,9.4,12.0,10.2,0.3333333333333333,0.4,-8.0,11.0,0.9489999999999981,-0.01849999999998886,18.8,0.0,0.3333333333333333
